階層,人数,業種,年,総額
700万円以下,868912,複合サービス事業,2022,133072
800万円以下,780147,複合サービス事業,2022,103409
900万円以下,541904,複合サービス事業,2022,63619
"1,000万円以下",188735,複合サービス事業,2022,20410
"1,500万円以下",143640,複合サービス事業,2022,12400
"2,000万円以下",4284,複合サービス事業,2022,264
"2,500万円以下",1713,複合サービス事業,2022,76
"2,500万円超",2675,複合サービス事業,2022,58
100万円以下,29713,複合サービス事業,2021,37424
200万円以下,134803,複合サービス事業,2021,88014
300万円以下,235320,複合サービス事業,2021,93655
400万円以下,397160,複合サービス事業,2021,112289
500万円以下,585422,複合サービス事業,2021,128358
600万円以下,924122,複合サービス事業,2021,164573
700万円以下,1260902,複合サービス事業,2021,191992
800万円以下,1066799,複合サービス事業,2021,142502
900万円以下,539357,複合サービス事業,2021,63546
"1,000万円以下",96979,複合サービス事業,2021,10328
"1,500万円以下",295489,複合サービス事業,2021,24759
"2,000万円以下",114902,複合サービス事業,2021,5903
"2,500万円以下",1560,複合サービス事業,2021,73
"2,500万円超",568,複合サービス事業,2021,19
100万円以下,26369,複合サービス事業,2020,34300
200万円以下,107450,複合サービス事業,2020,72533
300万円以下,155226,複合サービス事業,2020,61978
400万円以下,260010,複合サービス事業,2020,73430
500万円以下,311930,複合サービス事業,2020,69547
600万円以下,550024,複合サービス事業,2020,99292
700万円以下,670838,複合サービス事業,2020,103559
800万円以下,360248,複合サービス事業,2020,48183
900万円以下,256290,複合サービス事業,2020,30129
"1,000万円以下",60660,複合サービス事業,2020,6448
"1,500万円以下",82919,複合サービス事業,2020,7405
"2,000万円以下",27119,複合サービス事業,2020,1627
"2,500万円以下",675,複合サービス事業,2020,31
"2,500万円超",6569,複合サービス事業,2020,215
100万円以下,23131,複合サービス事業,2019,29597
200万円以下,101708,複合サービス事業,2019,69756
300万円以下,153022,複合サービス事業,2019,61433
400万円以下,275409,複合サービス事業,2019,78841
500万円以下,312417,複合サービス事業,2019,69718
600万円以下,345516,複合サービス事業,2019,63169
700万円以下,259198,複合サービス事業,2019,39857
800万円以下,133169,複合サービス事業,2019,18018
900万円以下,115353,複合サービス事業,2019,13594
"1,000万円以下",55071,複合サービス事業,2019,5812
"1,500万円以下",117971,複合サービス事業,2019,10040
"2,000万円以下",16115,複合サービス事業,2019,956
"2,500万円以下",3212,複合サービス事業,2019,149
"2,500万円超",8403,複合サービス事業,2019,242
100万円以下,24410,複合サービス事業,2018,30421
200万円以下,135438,複合サービス事業,2018,89404
300万円以下,253147,複合サービス事業,2018,101774
400万円以下,318467,複合サービス事業,2018,91158
500万円以下,335020,複合サービス事業,2018,74728
600万円以下,474186,複合サービス事業,2018,86224
700万円以下,496109,複合サービス事業,2018,76385
800万円以下,309809,複合サービス事業,2018,41212
900万円以下,285186,複合サービス事業,2018,33933
"1,000万円以下",158346,複合サービス事業,2018,16889
"1,500万円以下",146807,複合サービス事業,2018,12837
"2,000万円以下",10110,複合サービス事業,2018,657
"2,500万円以下",5692,複合サービス事業,2018,270
"2,500万円超",462,複合サービス事業,2018,15
100万円以下,22680,複合サービス事業,2017,28094
200万円以下,152980,複合サービス事業,2017,99375
300万円以下,376424,複合サービス事業,2017,150624
400万円以下,516300,複合サービス事業,2017,147014
500万円以下,551728,複合サービス事業,2017,123829
600万円以下,639383,複合サービス事業,2017,116288
700万円以下,646176,複合サービス事業,2017,99152
800万円以下,667616,複合サービス事業,2017,89213
900万円以下,321697,複合サービス事業,2017,38307
"1,000万円以下",165858,複合サービス事業,2017,17684
"1,500万円以下",103935,複合サービス事業,2017,9267
"2,000万円以下",15450,複合サービス事業,2017,864
"2,500万円以下",1358,複合サービス事業,2017,63
"2,500万円超",4250,複合サービス事業,2017,141
100万円以下,49510,複合サービス事業,2016,60822
200万円以下,193890,複合サービス事業,2016,131554
300万円以下,365314,複合サービス事業,2016,147086
400万円以下,473740,複合サービス事業,2016,135647
500万円以下,472254,複合サービス事業,2016,105210
600万円以下,511250,複合サービス事業,2016,93086
700万円以下,489935,複合サービス事業,2016,75438
800万円以下,479905,複合サービス事業,2016,63951
900万円以下,393527,複合サービス事業,2016,46643
"1,000万円以下",195038,複合サービス事業,2016,20726
"1,500万円以下",141660,複合サービス事業,2016,12832
"2,000万円以下",42276,複合サービス事業,2016,2709
"2,500万円以下",15279,複合サービス事業,2016,679
"2,500万円超",31442,複合サービス事業,2016,827
100万円以下,42925,複合サービス事業,2015,52833
200万円以下,196032,複合サービス事業,2015,132095
300万円以下,330251,複合サービス事業,2015,133093
400万円以下,455841,複合サービス事業,2015,129561
500万円以下,528952,複合サービス事業,2015,118356
600万円以下,594785,複合サービス事業,2015,107897
700万円以下,635042,複合サービス事業,2015,97607
800万円以下,577502,複合サービス事業,2015,77261
900万円以下,315439,複合サービス事業,2015,37053
"1,000万円以下",143086,複合サービス事業,2015,15232
"1,500万円以下",121478,複合サービス事業,2015,10457
"2,000万円以下",23638,複合サービス事業,2015,1398
"2,500万円以下",1304,複合サービス事業,2015,60
"2,500万円超",7603,複合サービス事業,2015,257
100万円以下,26379,複合サービス事業,2014,33185
200万円以下,103754,複合サービス事業,2014,67670
300万円以下,188859,複合サービス事業,2014,75941
400万円以下,284412,複合サービス事業,2014,82037
500万円以下,362934,複合サービス事業,2014,80298
600万円以下,284795,複合サービス事業,2014,52063
700万円以下,239520,複合サービス事業,2014,37002
800万円以下,124976,複合サービス事業,2014,16651
900万円以下,78312,複合サービス事業,2014,9225
"1,000万円以下",80378,複合サービス事業,2014,8609
"1,500万円以下",37519,複合サービス事業,2014,3337
"2,000万円以下",2177,複合サービス事業,2014,123
"2,500万円以下",979,複合サービス事業,2014,44
"2,500万円超",783,複合サービス事業,2014,24
100万円以下,682449,サービス業,2023,876067
200万円以下,1788949,サービス業,2023,1233142
300万円以下,3831683,サービス業,2023,1518913
400万円以下,4598282,サービス業,2023,1320303
500万円以下,4419852,サービス業,2023,990127
600万円以下,3465423,サービス業,2023,632305
700万円以下,2535719,サービス業,2023,393037
800万円以下,1826943,サービス業,2023,245042
900万円以下,1218369,サービス業,2023,143576
"1,000万円以下",1042364,サービス業,2023,110060
"1,500万円以下",2099636,サービス業,2023,178379
"2,000万円以下",599822,サービス業,2023,34560
"2,500万円以下",276249,サービス業,2023,12480
"2,500万円超",715215,サービス業,2023,15578
100万円以下,704550,サービス業,2022,896460
200万円以下,1804359,サービス業,2022,1242050
300万円以下,3940639,サービス業,2022,1563582
400万円以下,4737430,サービス業,2022,1358748
500万円以下,4606299,サービス業,2022,1032136
600万円以下,3451540,サービス業,2022,630074
700万円以下,2360416,サービス業,2022,365760
800万円以下,1777473,サービス業,2022,238455
900万円以下,1155839,サービス業,2022,136673
"1,000万円以下",798462,サービス業,2022,84178
"1,500万円以下",1861099,サービス業,2022,157041
"2,000万円以下",569139,サービス業,2022,33134
"2,500万円以下",275500,サービス業,2022,12211
"2,500万円超",1219763,サービス業,2022,20750
100万円以下,678717,サービス業,2021,870827
200万円以下,1809702,サービス業,2021,1234239
300万円以下,3918792,サービス業,2021,1556042
400万円以下,4653431,サービス業,2021,1335714
500万円以下,4280472,サービス業,2021,957207
600万円以下,3284633,サービス業,2021,599610
700万円以下,2152008,サービス業,2021,332663
800万円以下,1852142,サービス業,2021,248547
900万円以下,1126322,サービス業,2021,132907
"1,000万円以下",755403,サービス業,2021,79675
"1,500万円以下",1806544,サービス業,2021,152978
"2,000万円以下",606226,サービス業,2021,34910
"2,500万円以下",237994,サービス業,2021,10651
"2,500万円超",598905,サービス業,2021,13566
100万円以下,720721,サービス業,2020,924964
200万円以下,1968188,サービス業,2020,1338315
300万円以下,4078860,サービス業,2020,1638674
400万円以下,4588648,サービス業,2020,1324697
500万円以下,4018624,サービス業,2020,900117
600万円以下,3028615,サービス業,2020,555202
700万円以下,2071530,サービス業,2020,320955
800万円以下,1393866,サービス業,2020,186667
900万円以下,1033047,サービス業,2020,122108
"1,000万円以下",723459,サービス業,2020,76578
"1,500万円以下",1617650,サービス業,2020,136012
"2,000万円以下",571363,サービス業,2020,33410
"2,500万円以下",210747,サービス業,2020,9482
"2,500万円超",627285,サービス業,2020,12285
100万円以下,720850,サービス業,2019,922008
200万円以下,1946256,サービス業,2019,1329173
300万円以下,3939375,サービス業,2019,1567222
400万円以下,4422692,サービス業,2019,1272720
500万円以下,4118950,サービス業,2019,920796
600万円以下,3133814,サービス業,2019,572577
700万円以下,2221689,サービス業,2019,344196
800万円以下,1731230,サービス業,2019,232771
900万円以下,1197864,サービス業,2019,142193
"1,000万円以下",835462,サービス業,2019,88168
"1,500万円以下",1467975,サービス業,2019,123991
"2,000万円以下",589457,サービス業,2019,33697
"2,500万円以下",237911,サービス業,2019,10655
"2,500万円超",457367,サービス業,2019,10344
100万円以下,632194,サービス業,2018,803144
200万円以下,1779653,サービス業,2018,1212694
300万円以下,3477652,サービス業,2018,1391496
400万円以下,4087685,サービス業,2018,1175659
500万円以下,3875774,サービス業,2018,866821
600万円以下,2951296,サービス業,2018,538523
700万円以下,1895898,サービス業,2018,293382
800万円以下,1368630,サービス業,2018,183605
900万円以下,962567,サービス業,2018,114065
"1,000万円以下",593033,サービス業,2018,62583
"1,500万円以下",1378991,サービス業,2018,117939
"2,000万円以下",491283,サービス業,2018,28657
"2,500万円以下",195185,サービス業,2018,8869
"2,500万円超",497657,サービス業,2018,11747
100万円以下,712496,サービス業,2017,896822
200万円以下,1861892,サービス業,2017,1258692
300万円以下,4003692,サービス業,2017,1595891
400万円以下,4375046,サービス業,2017,1258468
500万円以下,3663498,サービス業,2017,819871
600万円以下,2736788,サービス業,2017,500079
700万円以下,1902769,サービス業,2017,294412
800万円以下,1397740,サービス業,2017,187487
900万円以下,920644,サービス業,2017,108659
"1,000万円以下",611358,サービス業,2017,64181
"1,500万円以下",1252915,サービス業,2017,106230
"2,000万円以下",310499,サービス業,2017,17649
"2,500万円以下",127444,サービス業,2017,5672
"2,500万円超",526197,サービス業,2017,11627
100万円以下,684842,サービス業,2016,870465
200万円以下,1886013,サービス業,2016,1274898
300万円以下,3553148,サービス業,2016,1428912
400万円以下,3742449,サービス業,2016,1076517
500万円以下,3480260,サービス業,2016,778643
600万円以下,2410905,サービス業,2016,439802
700万円以下,1565510,サービス業,2016,242139
800万円以下,1239653,サービス業,2016,166473
900万円以下,877924,サービス業,2016,103901
"1,000万円以下",500598,サービス業,2016,52939
"1,500万円以下",1230204,サービス業,2016,104845
"2,000万円以下",339993,サービス業,2016,19668
"2,500万円以下",189996,サービス業,2016,8411
"2,500万円超",502143,サービス業,2016,10124
100万円以下,664457,サービス業,2015,841020
200万円以下,1840858,サービス業,2015,1250336
300万円以下,3434091,サービス業,2015,1373362
400万円以下,3627934,サービス業,2015,1044384
500万円以下,3237223,サービス業,2015,724669
600万円以下,2646586,サービス業,2015,482900
700万円以下,1728162,サービス業,2015,267679
800万円以下,1246506,サービス業,2015,167810
900万円以下,959843,サービス業,2015,113471
"1,000万円以下",557030,サービス業,2015,58881
"1,500万円以下",1112520,サービス業,2015,96539
"2,000万円以下",317148,サービス業,2015,18882
"2,500万円以下",154584,サービス業,2015,6876
"2,500万円超",451948,サービス業,2015,9156
100万円以下,640125,サービス業,2014,818309
200万円以下,1940029,サービス業,2014,1302458
300万円以下,3535028,サービス業,2014,1420626
400万円以下,3782070,サービス業,2014,1086079
500万円以下,3369407,サービス業,2014,754087
600万円以下,2451957,サービス業,2014,445836
700万円以下,1657478,サービス業,2014,255912
800万円以下,1195328,サービス業,2014,159876
900万円以下,792220,サービス業,2014,93153
"1,000万円以下",512446,サービス業,2014,54088
"1,500万円以下",1176887,サービス業,2014,99262
"2,000万円以下",395755,サービス業,2014,22978
"2,500万円以下",165748,サービス業,2014,7402
"2,500万円超",490515,サービス業,2014,12064
100万円以下,30149,農林水産・鉱業,2023,34168
200万円以下,161373,農林水産・鉱業,2023,111453
300万円以下,243287,農林水産・鉱業,2023,96493
400万円以下,218827,農林水産・鉱業,2023,62237
500万円以下,192862,農林水産・鉱業,2023,43306
600万円以下,133341,農林水産・鉱業,2023,24375
700万円以下,85979,農林水産・鉱業,2023,13135
800万円以下,103131,農林水産・鉱業,2023,13801
900万円以下,46906,農林水産・鉱業,2023,5674
"1,000万円以下",47878,農林水産・鉱業,2023,4995
"1,500万円以下",76915,農林水産・鉱業,2023,6564
"2,000万円以下",50789,農林水産・鉱業,2023,2953
"2,500万円以下",2503,農林水産・鉱業,2023,115
"2,500万円超",4065,農林水産・鉱業,2023,99
100万円以下,49761,農林水産・鉱業,2022,56588
200万円以下,161972,農林水産・鉱業,2022,111537
300万円以下,289198,農林水産・鉱業,2022,113014
400万円以下,321706,農林水産・鉱業,2022,92090
500万円以下,225454,農林水産・鉱業,2022,50616
600万円以下,155095,農林水産・鉱業,2022,28307
700万円以下,72848,農林水産・鉱業,2022,11299
800万円以下,75448,農林水産・鉱業,2022,10159
900万円以下,34601,農林水産・鉱業,2022,4081
"1,000万円以下",42456,農林水産・鉱業,2022,4495
"1,500万円以下",87209,農林水産・鉱業,2022,7171
"2,000万円以下",62152,農林水産・鉱業,2022,3485
"2,500万円以下",1717,農林水産・鉱業,2022,76
"2,500万円超",86379,農林水産・鉱業,2022,1973
100万円以下,47163,農林水産・鉱業,2021,52617
200万円以下,180226,農林水産・鉱業,2021,120399
300万円以下,271003,農林水産・鉱業,2021,107017
400万円以下,235033,農林水産・鉱業,2021,66845
500万円以下,226798,農林水産・鉱業,2021,50661
600万円以下,184034,農林水産・鉱業,2021,33073
700万円以下,60455,農林水産・鉱業,2021,9278
800万円以下,66959,農林水産・鉱業,2021,9000
900万円以下,60702,農林水産・鉱業,2021,7243
"1,000万円以下",24527,農林水産・鉱業,2021,2585
"1,500万円以下",39752,農林水産・鉱業,2021,3332
"2,000万円以下",21334,農林水産・鉱業,2021,1232
"2,500万円以下",5039,農林水産・鉱業,2021,226
"2,500万円超",7659,農林水産・鉱業,2021,199
100万円以下,61560,農林水産・鉱業,2020,69512
200万円以下,243253,農林水産・鉱業,2020,164070
300万円以下,353307,農林水産・鉱業,2020,142136
400万円以下,328260,農林水産・鉱業,2020,93506
500万円以下,275462,農林水産・鉱業,2020,61455
600万円以下,170058,農林水産・鉱業,2020,30811
700万円以下,136740,農林水産・鉱業,2020,20999
800万円以下,96925,農林水産・鉱業,2020,13106
900万円以下,51117,農林水産・鉱業,2020,5948
"1,000万円以下",39076,農林水産・鉱業,2020,3979
"1,500万円以下",43058,農林水産・鉱業,2020,3685
"2,000万円以下",11035,農林水産・鉱業,2020,627
"2,500万円以下",15136,農林水産・鉱業,2020,643
"2,500万円超",13147,農林水産・鉱業,2020,354
100万円以下,55384,農林水産・鉱業,2019,62228
200万円以下,226224,農林水産・鉱業,2019,155912
300万円以下,286815,農林水産・鉱業,2019,113634
400万円以下,288254,農林水産・鉱業,2019,82211
500万円以下,257738,農林水産・鉱業,2019,56985
600万円以下,157999,農林水産・鉱業,2019,29134
700万円以下,60752,農林水産・鉱業,2019,9386
800万円以下,90619,農林水産・鉱業,2019,12152
900万円以下,63276,農林水産・鉱業,2019,7439
"1,000万円以下",30463,農林水産・鉱業,2019,3164
"1,500万円以下",79453,農林水産・鉱業,2019,6622
"2,000万円以下",15345,農林水産・鉱業,2019,943
"2,500万円以下",15141,農林水産・鉱業,2019,683
"2,500万円超",28322,農林水産・鉱業,2019,794
100万円以下,38003,農林水産・鉱業,2018,42020
200万円以下,199267,農林水産・鉱業,2018,135829
300万円以下,276626,農林水産・鉱業,2018,110699
400万円以下,319033,農林水産・鉱業,2018,90252
500万円以下,241960,農林水産・鉱業,2018,54596
600万円以下,130065,農林水産・鉱業,2018,23439
700万円以下,71295,農林水産・鉱業,2018,11071
800万円以下,83312,農林水産・鉱業,2018,11253
900万円以下,48599,農林水産・鉱業,2018,5623
"1,000万円以下",29680,農林水産・鉱業,2018,3083
"1,500万円以下",87267,農林水産・鉱業,2018,7072
"2,000万円以下",25352,農林水産・鉱業,2018,1384
"2,500万円以下",553,農林水産・鉱業,2018,23
"2,500万円超",18057,農林水産・鉱業,2018,351
100万円以下,30602,農林水産・鉱業,2017,33525
200万円以下,157834,農林水産・鉱業,2017,107657
300万円以下,277062,農林水産・鉱業,2017,109405
400万円以下,297153,農林水産・鉱業,2017,85488
500万円以下,209989,農林水産・鉱業,2017,47137
600万円以下,189084,農林水産・鉱業,2017,33868
700万円以下,61625,農林水産・鉱業,2017,9460
800万円以下,129663,農林水産・鉱業,2017,17270
900万円以下,47111,農林水産・鉱業,2017,5607
"1,000万円以下",32571,農林水産・鉱業,2017,3452
"1,500万円以下",76160,農林水産・鉱業,2017,6047
"2,000万円以下",3113,農林水産・鉱業,2017,164
"2,500万円以下",28825,農林水産・鉱業,2017,1203
"2,500万円超",6482,農林水産・鉱業,2017,179
100万円以下,31978,農林水産・鉱業,2016,35256
200万円以下,207620,農林水産・鉱業,2016,141159
300万円以下,306129,農林水産・鉱業,2016,122380
400万円以下,290591,農林水産・鉱業,2016,83454
500万円以下,179321,農林水産・鉱業,2016,40331
600万円以下,180081,農林水産・鉱業,2016,32885
700万円以下,74560,農林水産・鉱業,2016,11450
800万円以下,57126,農林水産・鉱業,2016,7610
900万円以下,32465,農林水産・鉱業,2016,3820
"1,000万円以下",21251,農林水産・鉱業,2016,2258
"1,500万円以下",26847,農林水産・鉱業,2016,2198
"2,000万円以下",6406,農林水産・鉱業,2016,355
"2,500万円以下",5020,農林水産・鉱業,2016,219
"2,500万円超",19430,農林水産・鉱業,2016,527
100万円以下,45647,農林水産・鉱業,2015,50829
200万円以下,210471,農林水産・鉱業,2015,142876
300万円以下,272619,農林水産・鉱業,2015,108358
400万円以下,224120,農林水産・鉱業,2015,64348
500万円以下,181568,農林水産・鉱業,2015,40574
600万円以下,121453,農林水産・鉱業,2015,22119
700万円以下,103728,農林水産・鉱業,2015,15940
800万円以下,39194,農林水産・鉱業,2015,5226
900万円以下,38062,農林水産・鉱業,2015,4538
"1,000万円以下",37662,農林水産・鉱業,2015,3944
"1,500万円以下",132842,農林水産・鉱業,2015,11677
"2,000万円以下",22108,農林水産・鉱業,2015,1304
"2,500万円以下",7007,農林水産・鉱業,2015,315
"2,500万円超",41860,農林水産・鉱業,2015,1233
100万円以下,32009,農林水産・鉱業,2014,36886
200万円以下,196695,農林水産・鉱業,2014,134547
300万円以下,240622,農林水産・鉱業,2014,95466
400万円以下,208809,農林水産・鉱業,2014,59256
500万円以下,216013,農林水産・鉱業,2014,48350
600万円以下,115031,農林水産・鉱業,2014,21063
700万円以下,70399,農林水産・鉱業,2014,11021
800万円以下,60401,農林水産・鉱業,2014,8161
900万円以下,33625,農林水産・鉱業,2014,4032
"1,000万円以下",24609,農林水産・鉱業,2014,2538
"1,500万円以下",54213,農林水産・鉱業,2014,4709
"2,000万円以下",7145,農林水産・鉱業,2014,465
"2,500万円以下",13096,農林水産・鉱業,2014,548
"2,500万円超",6740,農林水産・鉱業,2014,173
